Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
399,-54.6875,-32.75,-42.6875,0.0009765625,-0.2905273,0.9306641,0.02392578,0.06738281,0.1704102
401,-45.875,-32.3125,-26.875,0.03173828,-0.2241211,0.9345703,0.02392578,0.06591797,0.1733398
402,-42.75,-31,-25.9375,0.04345703,-0.1308594,0.9462891,0.02294922,0.06835938,0.1748047
404,-45.0625,-29.4375,-30.0625,-0.002441406,-0.1230469,1.013184,0.02294922,0.06982422,0.1762695
405,-42.1875,-26.375,-33.8125,-0.05322266,-0.1464844,1.056641,0.02050781,0.06835938,0.1777344
407,-37.375,-24.75,-34.5625,-0.06884766,-0.1967773,1.048828,0.01806641,0.07080078,0.1791992
408,-31.0625,-25.6875,-31.5,-0.06103516,-0.2006836,1.033203,0.01708984,0.07080078,0.1806641
410,-26.9375,-24.25,-30.25,-0.05322266,-0.1425781,1.013184,0.01464844,0.07080078,0.1791992
411,-26.375,-19.875,-39.5625,-0.002441406,-0.09960938,1.029297,0.01367188,0.07324219,0.1806641
413,-29.9375,-16.1875,-42.5,0.02783203,-0.1386719,1.017578,0.01367188,0.07324219,0.1806641
414,-24.0625,-15,-33.5625,0.01660156,-0.2241211,1.005371,0.01220703,0.07324219,0.1821289
416,-21.125,-13.25,-22.5,-0.002441406,-0.2280273,1.052734,0.009765625,0.07470703,0.1835938
417,-22.125,-13.875,-21.8125,-0.02197266,-0.09960938,1.048828,0.008789063,0.07568359,0.1835938
419,-23.3125,-14.0625,-31,-0.02197266,-0.1074219,1.041016,0.009765625,0.07470703,0.1835938
420,-29.8125,-14.625,-38.0625,0.008789063,-0.1308594,1.017578,0.0078125,0.07568359,0.1865234
422,-27.75,-13.5625,-39.6875,-0.01025391,-0.1733398,1.021484,0.0078125,0.07470703,0.1879883
423,-29.6875,-18.5625,-35.875,0.04736328,-0.1772461,0.9624023,0.005371094,0.07470703,0.1865234
425,-27.25,-17.375,-33.75,0.02441406,-0.2006836,0.9819336,0.00390625,0.07568359,0.1865234
428,-24.1875,-15,-35.25,0.03564453,-0.2397461,1.029297,0.0004882813,0.07568359,0.1894531
430,-21.125,-14.25,-30.3125,0.02783203,-0.2592773,0.9897461,0.001953125,0.07470703,0.190918
431,-14.0625,-10.9375,-24.25,0.01269531,-0.2475586,1.009277,0,0.078125,0.1894531
433,-11.5,-7.5,-27.0625,0.03173828,-0.1850586,1.013184,0,0.07568359,0.1894531
434,-9.5625,-4.875,-30.25,0.01269531,-0.2280273,1.025391,0,0.07568359,0.190918
436,-5.6875,-4.6875,-23.3125,0.03564453,-0.2553711,1.021484,-0.001464844,0.07568359,0.190918
437,0.1875,-0.375,-20.25,0.01660156,-0.2163086,1.037109,-0.002441406,0.07568359,0.190918
439,1.6875,5.6875,-28.875,-0.01025391,-0.1660156,1.068359,-0.004882813,0.07568359,0.190918
440,3.9375,8.9375,-37.125,-0.03759766,-0.1464844,1.025391,-0.002441406,0.07470703,0.1894531
442,2.625,11.5625,-46.1875,-0.04541016,-0.1191406,1.044922,-0.005859375,0.07568359,0.1894531
443,0.4375,13.0625,-58.5625,-0.05322266,-0.06445313,1.096191,-0.004882813,0.07470703,0.190918
445,-5.9375,13.9375,-72.4375,-0.04541016,-0.1152344,1.064453,-0.005859375,0.07470703,0.190918
446,-7.9375,19.0625,-85.6875,-0.03369141,-0.06835938,1.064453,-0.008300781,0.07324219,0.190918
448,-13.9375,25.1875,-105.75,-0.01025391,-0.05664063,1.068359,-0.008300781,0.07324219,0.190918
449,-20.25,23.1875,-106.9375,0.04736328,-0.2202148,0.9975586,-0.01318359,0.07324219,0.190918
451,-11.9375,20.875,-92.1875,0.06689453,-0.3334961,0.9741211,-0.01416016,0.07080078,0.190918
452,-7.4375,20,-83.25,0.07861328,-0.2670898,0.9858398,-0.015625,0.07226563,0.190918
454,-4.1875,18.1875,-76.8125,0.02783203,-0.2788086,0.9702148,-0.01660156,0.06982422,0.190918
455,-0.625,12.8125,-66.0625,0.02441406,-0.2905273,0.9663086,-0.01904297,0.07080078,0.190918
457,2.8125,6.5,-54.0625,0.05126953,-0.2553711,0.9462891,-0.02001953,0.06982422,0.1894531
458,2.6875,-1.125,-29,0.171875,-0.2553711,0.855957,-0.02001953,0.06982422,0.1923828
460,8.9375,-1.375,-7.375,0.1523438,-0.3334961,0.9267578,-0.02246094,0.06835938,0.1894531
461,15.875,1.6875,-4.4375,0.008789063,-0.2319336,1.005371,-0.02148438,0.06835938,0.1894531
463,16.1875,-3.25,-5.1875,-0.05322266,-0.1660156,1.025391,-0.02246094,0.06591797,0.1879883
464,12.0625,-7.1875,-6,0.02783203,-0.1464844,0.9897461,-0.02148438,0.06738281,0.1879883
466,11.375,-7.0625,-9.3125,0.06298828,-0.1425781,0.9858398,-0.02246094,0.06738281,0.1894531
467,11.625,-5.5625,-19.875,0.0009765625,-0.1347656,1.001465,-0.02148438,0.06494141,0.1894531
469,12.25,-5.6875,-29.9375,-0.02978516,-0.1503906,1.009277,-0.02392578,0.06494141,0.1879883
470,15.6875,-4.75,-38.1875,0.008789063,-0.1967773,0.9975586,-0.02246094,0.06494141,0.1879883
472,17.75,-3.3125,-38.25,0.08251953,-0.1928711,0.9384766,-0.02490234,0.06494141,0.1879883
473,19.25,1.5,-26.625,0.1640625,-0.1660156,0.9267578,-0.02587891,0.06347656,0.1879883
475,19,10.1875,-20.4375,0.1796875,-0.09570313,0.9228516,-0.02587891,0.0625,0.1879883
477,12.9375,12.375,-19.125,0.15625,-0.04101563,0.8676758,-0.02587891,0.06347656,0.1850586
479,4,11.5625,-16.5,0.1523438,-0.009765625,0.8676758,-0.02734375,0.0625,0.1865234
480,-6.125,10.125,-14.0625,0.1835938,0.01318359,0.887207,-0.02587891,0.06103516,0.1879883
482,-13.4375,12.125,-9.4375,0.2070313,-0.05273438,0.8637695,-0.02587891,0.0625,0.1865234
483,-16.625,14,-3.5625,0.137207,-0.1191406,0.8911133,-0.02587891,0.0625,0.1865234
485,-14.9375,13.3125,-2.625,0.06298828,-0.1733398,0.9345703,-0.02734375,0.06103516,0.1865234
486,-10.5,12.3125,-6.625,0.008789063,-0.2280273,0.9384766,-0.02734375,0.0625,0.1865234
488,-4.375,8.5625,-3.875,0.03173828,-0.2866211,0.9462891,-0.02587891,0.06347656,0.1865234
489,4.0625,9.1875,0,0.05517578,-0.2944336,0.9423828,-0.02587891,0.0625,0.1894531
491,8.75,8.6875,4.625,0.05126953,-0.2280273,0.9462891,-0.02490234,0.06103516,0.1879883
492,10.5,9.9375,10.5,0.09814453,-0.1582031,0.9111328,-0.02587891,0.06103516,0.1865234
494,6.9375,12.25,15.8125,0.1523438,-0.08007813,0.9111328,-0.02392578,0.0625,0.1865234
495,3.625,17.625,21.8125,0.137207,-0.07617188,0.9072266,-0.02490234,0.0625,0.1850586
497,-0.1875,21.4375,24.5,0.105957,-0.08398438,0.9150391,-0.02392578,0.0625,0.1865234
498,-2.375,24.5625,26.6875,0.06298828,-0.1035156,0.9624023,-0.02246094,0.06103516,0.1865234
500,-3.6875,29.0625,24.5,0.0009765625,-0.08789063,1.025391,-0.01904297,0.06347656,0.1850586
501,-8.875,30.375,13,-0.09570313,-0.06445313,1.072754,-0.02001953,0.06494141,0.1850586
503,-16,29.0625,0.4375,-0.1621094,-0.1035156,1.123535,-0.01904297,0.0625,0.1850586
504,-23,27.1875,-6.4375,-0.2084961,-0.1269531,1.190918,-0.01757813,0.0625,0.1850586
506,-33.5625,27.5,-15.1875,-0.2983398,-0.1347656,1.320801,-0.01660156,0.06494141,0.1850586
507,-44.8125,25.6875,-24,-0.4301758,-0.1967773,1.442871,-0.01660156,0.06494141,0.1850586
509,-55.5625,19.9375,-34.0625,-0.6015625,-0.2944336,1.604492,-0.01757813,0.06591797,0.1865234
510,-57.9375,7,-40.75,-0.7958984,-0.5244141,1.762207,-0.01757813,0.06591797,0.1894531
512,-48.5,-13.125,-40.9375,-0.9086914,-0.8330078,1.876465,-0.01904297,0.06591797,0.1879883
513,-22.5625,-36.375,-36.1875,-1.009766,-1.109863,1.963379,-0.02148438,0.06738281,0.1894531
515,11.9375,-63.5,-27.5,-1.048828,-1.257813,1.98291,-0.02246094,0.06591797,0.1894531
516,52.375,-89.6875,-9.4375,-0.9633789,-1.265625,1.923828,-0.02392578,0.06591797,0.1923828
518,90.0625,-111.6875,8.875,-0.8349609,-1.125488,1.833008,-0.02734375,0.06347656,0.190918
519,113.875,-135.75,25.6875,-0.6557617,-0.8442383,1.647949,-0.02734375,0.06494141,0.1894531
521,126.8125,-152.375,33,-0.4379883,-0.5205078,1.442871,-0.02978516,0.0625,0.190918
522,129.125,-164.4375,37.25,-0.2319336,-0.2397461,1.261719,-0.03564453,0.06005859,0.1894531
524,124,-168.3125,37.8125,-0.02197266,-0.005859375,1.084473,-0.03662109,0.05761719,0.1894531
527,116.125,-168.3125,36.8125,0.1679688,0.1420898,0.8989258,-0.0390625,0.05517578,0.1879883
529,108.0625,-163,34.75,0.2768555,0.1923828,0.7729492,-0.04492188,0.05371094,0.1879883
530,105.3125,-154,25.9375,0.347168,0.2314453,0.6508789,-0.04492188,0.05273438,0.1879883
532,99.0625,-148,23.1875,0.4521484,0.2783203,0.5048828,-0.04833984,0.05126953,0.1879883
533,94,-138,22.6875,0.6035156,0.3447266,0.375,-0.05322266,0.04882813,0.1894531
535,90.3125,-121.875,20,0.7045898,0.3642578,0.2802734,-0.05419922,0.04785156,0.1879883
536,84.1875,-107.125,22.0625,0.8095703,0.3994141,0.1777344,-0.05664063,0.04785156,0.1894531
538,78.9375,-91.0625,27.5625,0.8994141,0.3798828,0.1108398,-0.06152344,0.04394531,0.1894531
539,73.9375,-73.75,36.375,1.000488,0.3876953,0.03222656,-0.06005859,0.04150391,0.1879883
541,72.5,-54.5625,46.625,1.082031,0.3134766,-0.04248047,-0.06152344,0.04296875,0.1879883
542,74.375,-36.375,59.6875,1.125,0.2587891,-0.07763672,-0.0625,0.04296875,0.1865234
544,79.9375,-16.625,71.75,1.140137,0.2470703,-0.1328125,-0.06005859,0.04150391,0.1879883
545,78.3125,0.75,81.5625,1.171387,0.3369141,-0.1723633,-0.06152344,0.04296875,0.1879883
547,75.0625,22.5,85.375,1.136719,0.3798828,-0.1762695,-0.05908203,0.04052734,0.1865234
548,65.9375,43.25,82.5625,1.082031,0.4462891,-0.1484375,-0.05664063,0.0390625,0.1835938
550,54.5625,62.5625,76.0625,0.9692383,0.4423828,-0.109375,-0.05322266,0.03808594,0.1791992
551,41.5,78.625,66.75,0.8916016,0.4072266,-0.05029297,-0.04833984,0.0390625,0.1762695
553,28.625,93.3125,58.1875,0.8095703,0.3486328,0.01220703,-0.04833984,0.04052734,0.1762695
554,17.8125,108.5625,53.3125,0.7905273,0.3095703,0.05566406,-0.04589844,0.0390625,0.1762695
556,8.0625,125.4375,53.3125,0.7280273,0.2353516,0.1147461,-0.03808594,0.0390625,0.1733398
557,2.4375,142.4375,53.125,0.5957031,0.1264648,0.1860352,-0.03564453,0.0390625,0.1704102
559,-2.0625,153.0625,49.1875,0.4208984,0.06787109,0.2841797,-0.03173828,0.04052734,0.171875
560,-5.8125,161.75,41.9375,0.2265625,0.03271484,0.4223633,-0.02587891,0.04150391,0.1645508
562,-11.5,166.75,30.4375,0.03173828,0.02880859,0.5878906,-0.02246094,0.04296875,0.1645508
563,-23.625,171.1875,17.125,-0.1074219,0.09912109,0.7651367,-0.01904297,0.04296875,0.1616211
565,-44.5625,174.875,1.25,-0.2866211,0.2119141,1.009277,-0.009765625,0.04541016,0.1616211
566,-73.3125,178.5,-27.1875,-0.5703125,0.2822266,1.316895,-0.007324219,0.04394531,0.1616211
568,-111.625,170.125,-56.375,-0.9438477,0.2119141,1.628418,-0.002441406,0.04394531,0.1616211
569,-145.0625,152.25,-77.9375,-1.254883,-0.09570313,1.935547,0.001953125,0.04882813,0.1616211
571,-162.9375,124.8125,-89.75,-1.464844,-0.6611328,2.179688,0.001953125,0.05126953,0.1630859
572,-152.8125,91.4375,-90.3125,-1.628418,-1.164551,2.341309,0.002929688,0.05273438,0.1660156
574,-128.625,48.25,-77.875,-1.814941,-1.737793,2.491211,0.001953125,0.05761719,0.1704102
576,-80.875,-1.375,-60.125,-1.682617,-1.749512,2.443848,0.00390625,0.05761719,0.1689453
578,-30.6875,-45.1875,-34.6875,-1.383301,-1.628418,2.369141,0.001953125,0.05859375,0.1704102
579,3.0625,-70.875,-19.625,-1.200195,-1.741699,2.116699,-0.001464844,0.05761719,0.1733398
581,38.9375,-97.4375,-10.5625,-0.8271484,-1.012207,1.899902,-0.00390625,0.05615234,0.1733398
582,59.875,-115.8125,-4.1875,-0.5859375,-0.7587891,1.691406,-0.00390625,0.05615234,0.1733398
584,67.25,-128.5625,-4.4375,-0.2905273,-0.3959961,1.462891,-0.009765625,0.05517578,0.171875
585,66.5625,-131.0625,-8.125,-0.03369141,-0.06835938,1.253906,-0.01074219,0.05273438,0.171875
587,58.5625,-129.875,-17.125,0.2070313,0.1108398,1.017578,-0.01416016,0.05273438,0.1733398
588,47.625,-124.4375,-30.3125,0.4404297,0.2548828,0.7885742,-0.02001953,0.04882813,0.1748047
590,36.625,-116.25,-37,0.6660156,0.3095703,0.5678711,-0.02148438,0.04785156,0.1733398
591,35.3125,-99.375,-39.4375,0.9262695,0.3056641,0.375,-0.02587891,0.04785156,0.1748047
593,38.6875,-78.0625,-36.1875,1.125,0.3291016,0.1938477,-0.02832031,0.04541016,0.1748047
594,45.375,-54.5,-29.375,1.19873,0.3837891,0.09130859,-0.03076172,0.04638672,0.1748047
596,52,-30.8125,-16.8125,1.288086,0.4462891,-0.01464844,-0.03417969,0.04296875,0.1762695
597,59.9375,-7.125,-5.75,1.327148,0.4580078,-0.09326172,-0.03320313,0.04150391,0.171875
599,66.8125,16.3125,7.75,1.350586,0.5004883,-0.1484375,-0.03417969,0.04296875,0.1733398
600,71.4375,40,24.0625,1.323242,0.543457,-0.1918945,-0.03320313,0.03808594,0.1704102
602,69.8125,61.8125,32.5,1.218262,0.6293945,-0.1723633,-0.03173828,0.03808594,0.1674805
603,62.6875,82.5,36.375,1.012207,0.684082,-0.109375,-0.03076172,0.03564453,0.1660156
605,51.375,101,37.1875,0.8642578,0.6918945,-0.01855469,-0.02734375,0.03564453,0.1660156
606,38.125,119.125,40.5,0.7827148,0.6801758,0.05957031,-0.02246094,0.03417969,0.1616211
608,22.625,139.4375,40.3125,0.6542969,0.637207,0.1542969,-0.02001953,0.03320313,0.1616211
609,7.625,158.1875,34.75,0.4404297,0.5629883,0.2841797,-0.015625,0.03320313,0.1572266
611,-6.8125,168.5,23.5,0.1484375,0.4189453,0.4379883,-0.007324219,0.03320313,0.1557617
612,-21.625,173.875,7.9375,-0.1464844,0.3173828,0.6547852,-0.00390625,0.03320313,0.1542969
614,-35,173.3125,-7.5625,-0.4614258,0.1538086,0.9150391,-0.001464844,0.03417969,0.1542969
615,-45.0625,171,-15.9375,-0.7299805,0.02490234,1.194824,0.006347656,0.03417969,0.152832
617,-55.125,164.625,-21.875,-0.9399414,-0.08789063,1.42334,0.008789063,0.03564453,0.152832
618,-63.875,154.625,-29.6875,-1.305176,-0.2397461,1.722656,0.01123047,0.03808594,0.152832
620,-75.25,133.5,-38.1875,-1.69043,-0.3842773,2.022461,0.015625,0.03808594,0.1513672
621,-82,102.4375,-47.1875,-1.978027,-0.6806641,2.29834,0.02050781,0.0390625,0.152832
623,-76.3125,63.625,-53.8125,-2.102539,-0.9926758,2.47168,0.02050781,0.04150391,0.152832
626,-58.8125,19.125,-55.125,-2.09082,-1.210938,2.522949,0.02197266,0.04394531,0.1557617
628,-27.875,-26.375,-46.25,-1.962891,-1.386719,2.487305,0.02197266,0.04638672,0.1557617
629,9.1875,-64.625,-28.375,-1.628418,-1.320313,2.302246,0.01953125,0.04541016,0.1586914
631,37.875,-92.875,-13,-1.239258,-1.059082,2.041992,0.015625,0.04394531,0.1572266
632,59.75,-114.8125,0.875,-0.9438477,-0.7705078,1.805664,0.01220703,0.04394531,0.1572266
634,68.4375,-129.125,6.25,-0.6328125,-0.3686523,1.54541,0.01220703,0.04296875,0.1572266
635,62.0625,-137.4375,3.0625,-0.3447266,-0.03710938,1.344238,0.005371094,0.04052734,0.1572266
637,50,-139.625,-3.875,-0.09570313,0.1342773,1.12793,0.002929688,0.04052734,0.1557617
638,39.8125,-135.9375,-15.25,0.1137695,0.2197266,0.9345703,0.001953125,0.03662109,0.1542969
640,31.375,-132.5625,-23.625,0.3276367,0.2119141,0.7021484,-0.00390625,0.03808594,0.1557617
641,29.5625,-126.6875,-25.1875,0.5336914,0.1728516,0.5009766,-0.007324219,0.03564453,0.1572266
643,31.125,-114.25,-22.1875,0.7670898,0.2509766,0.3476563,-0.009765625,0.03564453,0.1572266
644,33.8125,-96.375,-17.625,0.9418945,0.3212891,0.2211914,-0.01416016,0.03417969,0.1586914
646,35.5625,-73.9375,-12.5,1.121094,0.3759766,0.08740234,-0.01660156,0.03320313,0.1601563
647,38,-50,-11.75,1.144043,0.3994141,0.02441406,-0.01904297,0.03417969,0.1586914
649,41.4375,-29.375,-7.0625,1.151855,0.3564453,-0.02636719,-0.02148438,0.03173828,0.1601563
650,48.9375,-8.5,3.25,1.210449,0.2900391,-0.07763672,-0.02246094,0.03076172,0.1586914
652,57,15.5,15.6875,1.249512,0.2900391,-0.1171875,-0.01904297,0.02929688,0.1586914
653,62.625,42.6875,24.5625,1.187012,0.3486328,-0.1132813,-0.02001953,0.02685547,0.1557617
655,61.75,64.6875,29.25,1.02002,0.4189453,-0.08544922,-0.02001953,0.02587891,0.152832
656,55.125,85,29.5625,0.8876953,0.4501953,-0.02636719,-0.01757813,0.02441406,0.1513672
658,45.75,103.5625,31.875,0.7866211,0.4462891,0.03222656,-0.01318359,0.0234375,0.1499023
659,35.5625,122.375,29.5,0.6230469,0.4658203,0.1186523,-0.009765625,0.0234375,0.1479492
661,22.9375,138.125,22.375,0.4287109,0.4619141,0.2250977,-0.008300781,0.02197266,0.1464844
662,9.875,150.3125,7.9375,0.1601563,0.3916016,0.375,-0.001464844,0.01953125,0.1435547
664,0.1875,158.6875,-9.0625,-0.1191406,0.2470703,0.5561523,0.001953125,0.02099609,0.1435547
665,-7.1875,157.375,-19.9375,-0.3251953,0.1381836,0.7021484,0.006347656,0.02197266,0.1420898
667,-11.5,152.5625,-27.6875,-0.4887695,0.01318359,0.8911133,0.01367188,0.02099609,0.1420898
668,-13.4375,147.75,-28.5625,-0.6518555,-0.06054688,1.072754,0.015625,0.02197266,0.140625
670,-15.3125,140.8125,-32.4375,-0.8154297,-0.1230469,1.206543,0.01806641,0.02099609,0.1391602
671,-17.6875,129.0625,-31.3125,-0.9282227,-0.1850586,1.344238,0.02294922,0.02099609,0.1376953
673,-16.375,118.5,-29.5,-1.017578,-0.2788086,1.470703,0.02636719,0.02197266,0.1391602
675,-14.1875,106.5,-33.375,-1.114746,-0.3139648,1.573242,0.02636719,0.02099609,0.1391602
677,-14.25,89.0625,-40.375,-1.181152,-0.3139648,1.604492,0.03125,0.01953125,0.1391602
678,-14.6875,66.75,-43.8125,-1.149902,-0.3999023,1.651855,0.03222656,0.02099609,0.1391602
680,-8,50.5,-44.9375,-1.103027,-0.4311523,1.651855,0.03222656,0.02099609,0.1376953
681,0,34.5,-39.75,-0.9902344,-0.4467773,1.608398,0.03466797,0.02197266,0.1376953
683,9.625,21.75,-37.25,-0.8735352,-0.4038086,1.537598,0.03613281,0.02197266,0.1391602
684,16.5,10.6875,-35.4375,-0.7568359,-0.2905273,1.45459,0.03710938,0.02197266,0.1391602
686,20.3125,2.4375,-33.5,-0.5976563,-0.2084961,1.356445,0.03369141,0.01855469,0.1362305
687,21.1875,-2.875,-33.1875,-0.4379883,-0.1230469,1.242188,0.03369141,0.01953125,0.1376953
689,18.0625,-5.0625,-30.5625,-0.2944336,-0.02539063,1.166992,0.03369141,0.01953125,0.1362305
690,15.8125,-4.375,-32,-0.2163086,0.02880859,1.088379,0.03369141,0.01708984,0.1362305
692,9.75,-3.4375,-36.875,-0.1542969,0.09521484,1.021484,0.03222656,0.015625,0.1362305
693,5.25,-1.75,-41.125,-0.1230469,0.07958984,0.9858398,0.02978516,0.01708984,0.1362305
695,3,-1,-41.1875,-0.06494141,0.09130859,0.9462891,0.02978516,0.01708984,0.1347656
696,1.25,1.4375,-42.1875,-0.04931641,0.1108398,0.9228516,0.02978516,0.01708984,0.1347656
698,0.4375,5,-43.25,-0.04150391,0.1264648,0.9189453,0.02978516,0.01708984,0.1362305
699,-0.25,8.125,-45.6875,-0.03369141,0.1342773,0.9111328,0.02880859,0.01464844,0.1347656
701,-1.0625,12.8125,-50.1875,-0.02587891,0.1616211,0.9033203,0.02880859,0.01708984,0.1347656
702,-1.75,16.875,-55.4375,-0.02978516,0.1577148,0.9033203,0.02880859,0.015625,0.1362305
704,-0.25,22.3125,-58.375,-0.04541016,0.1147461,0.9267578,0.02636719,0.01708984,0.1362305
705,3.0625,28.625,-59.375,-0.04541016,0.1186523,0.9423828,0.02636719,0.01464844,0.1362305
707,7.9375,38.8125,-63.6875,-0.08398438,0.1303711,0.9819336,0.02636719,0.01464844,0.1362305
708,13.8125,50.4375,-68.75,-0.1699219,0.1147461,1.044922,0.02783203,0.01318359,0.1347656
710,20.0625,64.3125,-77.6875,-0.2358398,0.1728516,1.096191,0.02636719,0.01220703,0.1347656
711,18.5625,72.0625,-87.5,-0.2241211,0.1923828,1.048828,0.02783203,0.01220703,0.1362305
713,17.9375,79.25,-97.5625,-0.2514648,0.2548828,1.021484,0.02880859,0.01220703,0.1333008
714,17.8125,83.8125,-115.5625,-0.2788086,0.3017578,1.033203,0.02783203,0.01074219,0.1347656
716,20,88.1875,-134.75,-0.3369141,0.3056641,1.072754,0.02880859,0.008300781,0.1333008
717,25.25,94,-161.0625,-0.3720703,0.3486328,1.064453,0.03125,0.007324219,0.1318359
719,21.5,74.5625,-160.4375,-0.2163086,0.08349609,0.9663086,0.02978516,0.007324219,0.1318359
720,18.1875,57.75,-136.1875,-0.1582031,-0.1694336,1.048828,0.03125,0.004882813,0.1303711
722,14.9375,48.125,-104.5,-0.2827148,-0.2280273,1.147461,0.03125,0.003417969,0.1289063
725,20.6875,42.125,-86,-0.3876953,-0.1772461,1.187012,0.03125,0.0009765625,0.1274414
727,27.875,36.0625,-72.375,-0.4262695,-0.1694336,1.202637,0.02978516,0.003417969,0.1303711
728,32.3125,31,-62.75,-0.4223633,-0.09179688,1.178711,0.02978516,-0.0009765625,0.1274414
730,31.375,24.125,-56.8125,-0.449707,-0.02929688,1.183105,0.03125,-0.0009765625,0.1289063
731,29.3125,18.25,-53,-0.4731445,-0.005859375,1.163086,0.02978516,-0.0009765625,0.1274414
733,22.8125,10.6875,-46.5625,-0.4536133,-0.02929688,1.155273,0.02978516,-0.001953125,0.1259766
734,22.625,8.25,-41.125,-0.4770508,-0.04882813,1.147461,0.02978516,-0.003417969,0.1259766
736,22.1875,4.375,-32.5625,-0.4614258,-0.06445313,1.143555,0.02978516,-0.004394531,0.1259766
737,24.3125,2.625,-25.625,-0.4575195,-0.04492188,1.119629,0.02978516,-0.006835938,0.1245117
739,27.25,1,-22.75,-0.4614258,-0.01367188,1.100098,0.02978516,-0.006835938,0.1259766
740,28.375,-0.5,-22.125,-0.4731445,0.01708984,1.07666,0.03222656,-0.006835938,0.1245117
742,32,-1.1875,-25.625,-0.4614258,0.03662109,1.056641,0.02978516,-0.009277344,0.1245117
743,34.9375,-2.9375,-32.6875,-0.4848633,0.08349609,1.021484,0.02783203,-0.009277344,0.1230469
745,40.5625,-5.5625,-42.5625,-0.5043945,0.08349609,0.9975586,0.02783203,-0.008300781,0.1245117
746,46.4375,-7.375,-52.3125,-0.5043945,0.08740234,0.9624023,0.02539063,-0.01171875,0.121582
748,50.4375,-14.125,-73.8125,-0.496582,0.1147461,0.9306641,0.02783203,-0.01416016,0.1230469
749,51.75,-25.375,-101,-0.5004883,0.1381836,0.9033203,0.02392578,-0.015625,0.121582
751,55.4375,-38.125,-125.1875,-0.480957,0.1381836,0.8793945,0.02392578,-0.01904297,0.121582
752,58.9375,-50.25,-143.25,-0.4111328,0.1069336,0.8676758,0.02050781,-0.01904297,0.121582
754,62.0625,-59.5,-151.5,-0.3095703,0.05224609,0.8989258,0.01953125,-0.02294922,0.121582
755,60.625,-62.625,-147,-0.2358398,0.01318359,0.9345703,0.01367188,-0.02539063,0.1201172
757,57.5625,-60.4375,-130.4375,-0.1816406,-0.05664063,0.9819336,0.01123047,-0.02783203,0.1201172
758,51.8125,-54.125,-110.625,-0.1582031,-0.09179688,0.9858398,0.0078125,-0.02880859,0.1201172
760,47.875,-48.1875,-90.6875,-0.1967773,-0.1113281,0.9975586,0.00390625,-0.03271484,0.1186523
761,46.1875,-41.8125,-75.5,-0.2436523,-0.07617188,0.9663086,0.001953125,-0.03515625,0.1201172
763,48.5,-36.5625,-64.375,-0.2592773,-0.04882813,0.9501953,0.002929688,-0.03759766,0.1201172
764,47.375,-31.625,-54.125,-0.2475586,-0.04492188,0.9501953,-0.001464844,-0.04101563,0.1186523
766,48.625,-26.8125,-45.8125,-0.2241211,-0.005859375,0.9306641,-0.001464844,-0.04003906,0.1186523
767,50.0625,-23.125,-39.9375,-0.2045898,0.02880859,0.9072266,-0.00390625,-0.04248047,0.1186523
769,48.875,-19.8125,-35.375,-0.1855469,0.06787109,0.8989258,-0.00390625,-0.04736328,0.1171875
770,46.75,-19.375,-31.75,-0.1621094,0.08740234,0.8676758,-0.00390625,-0.04736328,0.1171875
772,43.9375,-21.875,-27.375,-0.1542969,0.1264648,0.8637695,-0.005859375,-0.04980469,0.1171875
774,31.375,-29.4375,-24.5,-0.1503906,0.1538086,0.871582,-0.005859375,-0.05224609,0.1157227
776,19.4375,-37.625,-21.6875,-0.1308594,0.1538086,0.8754883,-0.007324219,-0.05224609,0.1201172
777,14.1875,-43.1875,-16.5,-0.09960938,0.1538086,0.8676758,-0.008300781,-0.05224609,0.1186523
